:NR(step)                       ,:Temperature                    ,:Pressure                       ,G_system                        ,G_tot                           ,S_tot                           ,V_tot                           ,H_tot                           ,TS_tot                          ,PV-_tot                         ,U_tot                           ,blk_O                           ,blk_AL                          ,blk_CA                          ,blk_FE                          ,blk_H                           ,blk_K                           ,blk_MN                          ,blk_MG                          ,blk_NA                          ,blk_SI                          ,blk_TI                          ,blk_E                           ,V_solids                        ,rho_solids                      ,n_H2O_solids                    ,wt_H2O_solids                   ,pcH2O_solids                    ,n_[abh]                         ,n_san_[abh]                     ,x_san_[abh]                     ,a_san_[abh]                     ,n_abh_[abh]                     ,x_abh_[abh]                     ,a_abh_[abh]                     ,n_anc1_[abh]                    ,x_anc1_[abh]                    ,a_anc1_[abh]                    ,x_Na(M)_[abh]                   ,x_K(M)_[abh]                    ,x_Ca(M)_[abh]                   ,n_[ann]                         ,n_phl_[ann]                     ,x_phl_[ann]                     ,a_phl_[ann]                     ,n_ann_[ann]                     ,x_ann_[ann]                     ,a_ann_[ann]                     ,n_east_[ann]                    ,x_east_[ann]                    ,a_east_[ann]                    ,n_obi_[ann]                     ,x_obi_[ann]                     ,a_obi_[ann]                     ,n_mnbi_[ann]                    ,x_mnbi_[ann]                    ,a_mnbi_[ann]                    ,n_tibi_[ann]                    ,x_tibi_[ann]                    ,a_tibi_[ann]                    ,x_Mg(M2)_[ann]                  ,x_Fe(M2)_[ann]                  ,x_Mn(M2)_[ann]                  ,x_vc(M2)_[ann]                  ,x_Mg(M1)_[ann]                  ,x_Fe(M1)_[ann]                  ,x_Al(M1)_[ann]                  ,x_Mn(M1)_[ann]                  ,x_Ti(M1)_[ann]                  ,x_Si(T1)_[ann]                  ,x_Al(T1)_[ann]                  ,lnKD(ord)                       ,n_[mu]                          ,n_mu_[mu]                       ,x_mu_[mu]                       ,a_mu_[mu]                       ,n_cel_[mu]                      ,x_cel_[mu]                      ,a_cel_[mu]                      ,n_fcel_[mu]                     ,x_fcel_[mu]                     ,a_fcel_[mu]                     ,n_pa_[mu]                       ,x_pa_[mu]                       ,a_pa_[mu]                       ,x_K(A)_[mu]                     ,x_Na(A)_[mu]                    ,x_Al(M2A)_[mu]                  ,x_Mg(M2A)_[mu]                  ,x_Fe(M2A)_[mu]                  ,x_Al(T1)_[mu]                   ,x_Si(T1)_[mu]                   ,n_[ilm]                         ,n_ilm_[ilm]                     ,x_ilm_[ilm]                     ,a_ilm_[ilm]                     ,n_geik_[ilm]                    ,x_geik_[ilm]                    ,a_geik_[ilm]                    ,n_pnt_[ilm]                     ,x_pnt_[ilm]                     ,a_pnt_[ilm]                     ,n_[daph]                        ,n_afchl_[daph]                  ,x_afchl_[daph]                  ,a_afchl_[daph]                  ,n_clin_[daph]                   ,x_clin_[daph]                   ,a_clin_[daph]                   ,n_daph_[daph]                   ,x_daph_[daph]                   ,a_daph_[daph]                   ,n_ames_[daph]                   ,x_ames_[daph]                   ,a_ames_[daph]                   ,n_mnchl_[daph]                  ,x_mnchl_[daph]                  ,a_mnchl_[daph]                  ,x_Mg(M23)_[daph]                ,x_Fe(M23)_[daph]                ,x_Mn(M23)_[daph]                ,x_Mg(M1)_[daph]                 ,x_Fe(M1)_[daph]                 ,x_Al(M1)_[daph]                 ,x_Mn(M1)_[daph]                 ,x_Mg(M4)_[daph]                 ,x_Al(M4)_[daph]                 ,x_Si(T1)_[daph]                 ,x_Al(T1)_[daph]                 ,n_q                             ,n_H2O                           ,mvol_[abh]                      ,V_[abh]                         ,rho_[abh]                       ,Si_pfu_[abh]                    ,Al_pfu_[abh]                    ,mvol_[ann]                      ,V_[ann]                         ,rho_[ann]                       ,Mg#_[ann]                       ,Si_pfu_[ann]                    ,Al_pfu_[ann]                    ,mvol_[mu]                       ,V_[mu]                          ,rho_[mu]                        ,Mg#_[mu]                        ,Si_pfu_[mu]                     ,Al_pfu_[mu]                     ,mvol_[ilm]                      ,V_[ilm]                         ,rho_[ilm]                       ,Mg#_[ilm]                       ,mvol_[daph]                     ,V_[daph]                        ,rho_[daph]                      ,Mg#_[daph]                      ,Si_pfu_[daph]                   ,Al_pfu_[daph]                   ,mvol_q                          ,V_q                             ,rho_q                           ,mvol_H2O                        ,V_H2O                           ,rho_H2O                         ,n_H2O_[ann]                     ,wt_H2O_[ann]                    ,n_H2O_[mu]                      ,wt_H2O_[mu]                     ,n_H2O_[daph]                    ,wt_H2O_[daph]                   ,n_H2O_H2O                       ,wt_H2O_H2O                      ,nsum_GARNET                     ,n_[alm]                         ,n_gr_[alm]                      ,x_gr_[alm]                      ,a_gr_[alm]                      ,n_py_[alm]                      ,x_py_[alm]                      ,a_py_[alm]                      ,n_alm_[alm]                     ,x_alm_[alm]                     ,a_alm_[alm]                     ,n_spss_[alm]                    ,x_spss_[alm]                    ,a_spss_[alm]                    ,x_Ca(M)_[alm]                   ,x_Mg(M)_[alm]                   ,x_Fe(M)_[alm]                   ,x_Mn(M)_[alm]                   ,mvol_[alm]                      ,V_[alm]                         ,rho_[alm]                       ,Mg#_[alm]                       ,n_[clin]                        ,n_afchl_[clin]                  ,x_afchl_[clin]                  ,a_afchl_[clin]                  ,n_clin_[clin]                   ,x_clin_[clin]                   ,a_clin_[clin]                   ,n_daph_[clin]                   ,x_daph_[clin]                   ,a_daph_[clin]                   ,n_ames_[clin]                   ,x_ames_[clin]                   ,a_ames_[clin]                   ,n_mnchl_[clin]                  ,x_mnchl_[clin]                  ,a_mnchl_[clin]                  ,x_Mg(M23)_[clin]                ,x_Fe(M23)_[clin]                ,x_Mn(M23)_[clin]                ,x_Mg(M1)_[clin]                 ,x_Fe(M1)_[clin]                 ,x_Al(M1)_[clin]                 ,x_Mn(M1)_[clin]                 ,x_Mg(M4)_[clin]                 ,x_Al(M4)_[clin]                 ,x_Si(T1)_[clin]                 ,x_Al(T1)_[clin]                 ,mvol_[clin]                     ,V_[clin]                        ,rho_[clin]                      ,Mg#_[clin]                      ,Si_pfu_[clin]                   ,Al_pfu_[clin]                   ,n_H2O_[clin]                    ,wt_H2O_[clin]                   
 1.0000000E+00, 5.2500000E+02, 5.5000000E+03,-9.7007381E+07,-9.7007381E+07, 1.4992355E+04, 2.8627792E+03,-8.5041153E+07, 1.1966227E+07,-1.5745443E+06,-8.6615698E+07, 2.1228500E+02, 1.1040000E+01, 4.8000000E-01, 3.0900000E+00, 1.0000000E+02, 2.5700000E+00, 5.0000000E-02, 1.9800000E+00, 1.0800000E+00, 6.8410000E+01, 7.4000000E-01, 0.0000000E+00, 1.9568634E+03, 2.7181679E+00, 5.5507102E+00, 9.9997598E+01, 1.8799780E+00, 1.1228881E+00, 3.2071029E-03, 2.8561196E-03, 2.9098911E-01, 6.3968104E-01, 5.6967477E-01, 6.3130183E-01, 4.8000000E-01, 4.2746911E-01, 4.8469392E-01, 5.6967477E-01, 2.8561196E-03, 4.2746911E-01, 4.2242729E-01, 3.1466204E-02, 7.4489042E-02, 3.9716589E-02, 1.7825739E-01, 4.2198362E-01, 1.3512231E-01, 7.7933619E-02, 1.8449002E-01, 2.2956162E-02, 1.0953690E-01, 2.5930356E-01, 3.0091557E-01, 1.1118797E-03, 2.6321209E-03, 1.3466598E-08, 2.4121293E-02, 5.7101644E-02, 5.0486281E-03, 5.4683344E-01, 4.2198362E-01, 2.6321209E-03, 2.8550822E-02, 7.4489042E-02, 6.8128717E-01, 1.8449002E-01, 2.6321209E-03, 5.7101644E-02, 4.0775499E-01, 5.9224501E-01,-2.4725097E+00, 2.5846846E+00, 2.0093719E+00, 7.7741474E-01, 7.7736304E-01, 6.3322626E-02, 2.4499170E-02, 1.3580281E-02, 7.1671108E-02, 2.7729151E-02, 1.5370711E-02, 4.4031896E-01, 1.7035694E-01, 7.3298202E-01, 8.2964306E-01, 1.7035694E-01, 9.4777168E-01, 2.4499170E-02, 2.7729151E-02, 4.7388584E-01, 5.2611416E-01, 7.1587871E-01, 6.6686542E-01, 9.3153410E-01, 9.3153410E-01, 1.3255743E-02, 1.8516744E-02, 1.8516756E-02, 3.5757540E-02, 4.9949160E-02, 4.9949148E-02, 6.3589957E-01, 5.4643859E-06, 8.5931586E-06, 2.7573814E-07, 2.4080043E-01, 3.7867682E-01, 1.9977381E-02, 3.4143088E-01, 5.3692578E-01, 4.7033755E-02, 5.1481440E-02, 8.0958444E-02, 6.8575817E-03, 2.1813641E-03, 3.4303594E-03, 3.6816740E-13, 4.5964386E-01, 5.3692578E-01, 3.4303594E-03, 3.7868541E-01, 5.3692578E-01, 8.0958444E-02, 3.4303594E-03, 8.5931586E-06, 9.9999141E-01, 4.5952507E-01, 5.4047493E-01, 5.4586717E+01, 4.4449290E+01, 1.0125014E+02, 1.1369258E+02, 2.6577920E+00, 2.5725309E+00, 1.4274691E+00, 1.5227536E+02, 6.4325268E+01, 3.0593253E+00, 4.3370886E-01, 2.8155100E+00, 1.3689800E+00, 1.4065431E+02, 3.6354704E+02, 2.8179470E+00, 4.6907826E-01, 3.0522283E+00, 2.8955434E+00, 3.2118391E+01, 2.2992872E+01, 4.7043260E+00, 1.9490266E-02, 2.1277100E+02, 1.3530099E+02, 3.0132324E+00, 4.5232873E-01, 2.9190501E+00, 2.1618997E+00, 2.3027666E+01, 1.2570047E+03, 2.6092223E+00, 2.0380909E+01, 9.0591691E+02, 8.8392919E-01, 4.2242729E-01, 7.6101459E+00, 2.5846846E+00, 4.6563816E+01, 2.5435983E+00, 4.5823636E+01, 4.4449290E+01, 8.0076640E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 2.0000000E+00, 5.2591449E+02, 5.5110039E+03,-9.7017945E+07,-9.7017945E+07, 1.5002208E+04, 2.8629687E+03,-8.5030134E+07, 1.1987811E+07,-1.5777990E+06,-8.6607933E+07, 2.1228500E+02, 1.1040000E+01, 4.8000000E-01, 3.0900000E+00, 1.0000000E+02, 2.5700000E+00, 5.0000000E-02, 1.9800000E+00, 1.0800000E+00, 6.8410000E+01, 7.4000000E-01, 0.0000000E+00, 1.9568533E+03, 2.7181446E+00, 5.5466593E+00, 9.9924620E+01, 1.8786318E+00, 1.1208199E+00, 3.2021373E-03, 2.8569598E-03, 2.9001415E-01, 6.3761774E-01, 5.6888511E-01, 6.3054726E-01, 4.8000000E-01, 4.2825793E-01, 4.8531215E-01, 5.6888511E-01, 2.8569598E-03, 4.2825793E-01, 4.2619991E-01, 3.1756783E-02, 7.4511473E-02, 3.9713759E-02, 1.8027154E-01, 4.2297413E-01, 1.3481065E-01, 7.9638378E-02, 1.8685686E-01, 2.3166518E-02, 1.0914240E-01, 2.5608266E-01, 3.0011389E-01, 1.1245803E-03, 2.6386216E-03, 1.3570495E-08, 2.4266227E-02, 5.6936255E-02, 5.0175259E-03, 5.4591912E-01, 4.2297413E-01, 2.6386216E-03, 2.8468127E-02, 7.4511473E-02, 6.7905679E-01, 1.8685686E-01, 2.6386216E-03, 5.6936255E-02, 4.0657157E-01, 5.9342843E-01,-2.4649115E+00, 2.5829802E+00, 2.0066352E+00, 7.7686822E-01, 7.7717974E-01, 6.2811987E-02, 2.4317642E-02, 1.3508498E-02, 7.1150737E-02, 2.7545986E-02, 1.5301850E-02, 4.4238226E-01, 1.7126816E-01, 7.3393256E-01, 8.2873184E-01, 1.7126816E-01, 9.4813637E-01, 2.4317642E-02, 2.7545986E-02, 4.7406819E-01, 5.2593181E-01, 7.1573377E-01, 6.6670576E-01, 9.3149965E-01, 9.3149965E-01, 1.3308797E-02, 1.8594620E-02, 1.8594620E-02, 3.5719217E-02, 4.9905731E-02, 4.9905729E-02, 6.3436979E-01, 5.4968102E-06, 8.6649936E-06, 2.7652330E-07, 2.3976575E-01, 3.7795897E-01, 1.9995349E-02, 3.4043730E-01, 5.3665434E-01, 4.6905892E-02, 5.1979836E-02, 8.1939331E-02, 6.9252515E-03, 2.1814085E-03, 3.4387017E-03, 3.7208207E-13, 4.5990696E-01, 5.3665434E-01, 3.4387017E-03, 3.7796763E-01, 5.3665434E-01, 8.1939331E-02, 3.4387017E-03, 8.6649936E-06, 9.9999134E-01, 4.5903467E-01, 5.4096533E-01, 5.4594541E+01, 4.4453341E+01, 1.0125024E+02, 1.1348328E+02, 2.6579139E+00, 2.5717421E+00, 1.4282579E+00, 1.5227172E+02, 6.4898191E+01, 3.0593761E+00, 4.3336900E-01, 2.8131431E+00, 1.3737137E+00, 1.4065035E+02, 3.6329706E+02, 2.8178851E+00, 4.6887660E-01, 3.0518636E+00, 2.8962727E+00, 3.2118966E+01, 2.2988629E+01, 4.7041666E+00, 1.9571342E-02, 2.1276679E+02, 1.3497283E+02, 3.0131040E+00, 4.5249140E-01, 2.9180693E+00, 2.1638613E+00, 2.3028188E+01, 1.2572134E+03, 2.6091632E+00, 2.0383542E+01, 9.0611654E+02, 8.8381499E-01, 4.2619991E-01, 7.6781107E+00, 2.5829802E+00, 4.6533112E+01, 2.5374792E+00, 4.5713398E+01, 4.4453341E+01, 8.0083938E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 3.0000000E+00, 5.2682898E+02, 5.5220079E+03,-9.7028518E+07,-9.7028518E+07, 1.5012054E+04, 2.8631583E+03,-8.5019111E+07, 1.2009407E+07,-1.5810541E+06,-8.6600165E+07, 2.1228500E+02, 1.1040000E+01, 4.8000000E-01, 3.0900000E+00, 1.0000000E+02, 2.5700000E+00, 5.0000000E-02, 1.9800000E+00, 1.0800000E+00, 6.8410000E+01, 7.4000000E-01, 0.0000000E+00, 1.9568431E+03, 2.7181213E+00, 5.5425778E+00, 9.9851091E+01, 1.8772754E+00, 1.1187496E+00, 3.1970713E-03, 2.8577185E-03, 2.8904026E-01, 6.3555251E-01, 5.6809184E-01, 6.2978922E-01, 4.8000000E-01, 4.2905044E-01, 4.8593380E-01, 5.6809184E-01, 2.8577185E-03, 4.2905044E-01, 4.2999649E-01, 3.2048424E-02, 7.4531827E-02, 3.9710465E-02, 1.8230445E-01, 4.2396730E-01, 1.3449407E-01, 8.1374789E-02, 1.8924524E-01, 2.3378208E-02, 1.0871996E-01, 2.5283918E-01, 2.9930909E-01, 1.1373697E-03, 2.6450673E-03, 1.3674270E-08, 2.4411496E-02, 5.6771385E-02, 4.9866749E-03, 5.4500194E-01, 4.2396730E-01, 2.6450673E-03, 2.8385693E-02, 7.4531827E-02, 6.7680648E-01, 1.8924524E-01, 2.6450673E-03, 5.6771385E-02, 4.0537738E-01, 5.9462262E-01,-2.4572922E+00, 2.5812539E+00, 2.0038704E+00, 7.7631664E-01, 7.7699378E-01, 6.2304261E-02, 2.4137207E-02, 1.3437102E-02, 7.0631811E-02, 2.7363372E-02, 1.5233098E-02, 4.4444749E-01, 1.7218279E-01, 7.3488301E-01, 8.2781721E-01, 1.7218279E-01, 9.4849942E-01, 2.4137207E-02, 2.7363372E-02, 4.7424971E-01, 5.2575029E-01, 7.1558850E-01, 6.6654547E-01, 9.3146475E-01, 9.3146475E-01, 1.3362076E-02, 1.8672850E-02, 1.8672851E-02, 3.5680958E-02, 4.9862398E-02, 4.9862396E-02, 6.3283185E-01, 5.5299862E-06, 8.7384764E-06, 2.7731225E-07, 2.3872602E-01, 3.7723452E-01, 2.0013680E-02, 3.3943788E-01, 5.3637926E-01, 4.6776822E-02, 5.2481035E-02, 8.2930457E-02, 6.9936193E-03, 2.1813865E-03, 3.4470239E-03, 3.7601261E-13, 4.6017371E-01, 5.3637926E-01, 3.4470239E-03, 3.7724325E-01, 5.3637926E-01, 8.2930457E-02, 3.4470239E-03, 8.7384764E-06, 9.9999126E-01, 4.5853914E-01, 5.4146086E-01, 5.4602419E+01, 4.4457422E+01, 1.0125034E+02, 1.1327378E+02, 2.6580365E+00, 2.5709496E+00, 1.4290504E+00, 1.5226800E+02, 6.5474705E+01, 3.0594254E+00, 4.3302932E-01, 2.8107548E+00, 1.3784905E+00, 1.4064636E+02, 3.6304397E+02, 2.8178233E+00, 4.6867836E-01, 3.0515006E+00, 2.8969988E+00, 3.2119541E+01, 2.2984374E+01, 4.7040069E+00, 1.9652784E-02, 2.1276252E+02, 1.3464290E+02, 3.0129739E+00, 4.5265670E-01, 2.9170783E+00, 2.1658434E+00, 2.3028712E+01, 1.2574234E+03, 2.6091038E+00, 2.0386167E+01, 9.0631641E+02, 8.8370121E-01, 4.2999649E-01, 7.7465072E+00, 2.5812539E+00, 4.6502012E+01, 2.5313274E+00, 4.5602572E+01, 4.4457422E+01, 8.0091291E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
 4.0000000E+00, 5.2774347E+02, 5.5330118E+03,-9.7039101E+07,-9.7039101E+07, 1.5021893E+04, 2.8633481E+03,-8.5008085E+07, 1.2031015E+07,-1.5843097E+06,-8.6592395E+07, 2.1228500E+02, 1.1040000E+01, 4.8000000E-01, 3.0900000E+00, 1.0000000E+02, 2.5700000E+00, 5.0000000E-02, 1.9800000E+00, 1.0800000E+00, 6.8410000E+01, 7.4000000E-01, 0.0000000E+00, 1.9568327E+03, 2.7180979E+00, 5.5384653E+00, 9.9777002E+01, 1.8759086E+00, 1.1166773E+00, 3.1919094E-03, 2.8583990E-03, 2.8806743E-01, 6.3348543E-01, 5.6729496E-01, 6.2902770E-01, 4.8000000E-01, 4.2984664E-01, 4.8655889E-01, 5.6729496E-01, 2.8583990E-03, 4.2984664E-01, 4.3381738E-01, 3.2341147E-02, 7.4550140E-02, 3.9706717E-02, 1.8435632E-01, 4.2496296E-01, 1.3417255E-01, 8.3143269E-02, 1.9165500E-01, 2.3591241E-02, 1.0826929E-01, 2.4957343E-01, 2.9850121E-01, 1.1502480E-03, 2.6514567E-03, 1.3777908E-08, 2.4557108E-02, 5.6607016E-02, 4.9560734E-03, 5.4408208E-01, 4.2496296E-01, 2.6514567E-03, 2.8303508E-02, 7.4550140E-02, 6.7453639E-01, 1.9165500E-01, 2.6514567E-03, 5.6607016E-02, 4.0417250E-01, 5.9582750E-01,-2.4496518E+00, 2.5795053E+00, 2.0010770E+00, 7.7575999E-01, 7.7680517E-01, 6.1799411E-02, 2.3957854E-02, 1.3366093E-02, 7.0114305E-02, 2.7181299E-02, 1.5164452E-02, 4.4651457E-01, 1.7310086E-01, 7.3583337E-01, 8.2689914E-01, 1.7310086E-01, 9.4886085E-01, 2.3957854E-02, 2.7181299E-02, 4.7443042E-01, 5.2556958E-01, 7.1544289E-01, 6.6638454E-01, 9.3142939E-01, 9.3142939E-01, 1.3415598E-02, 1.8751458E-02, 1.8751457E-02, 3.5642759E-02, 4.9819153E-02, 4.9819155E-02, 6.3128565E-01, 5.5630924E-06, 8.8123220E-06, 2.7810514E-07, 2.3768112E-01, 3.7650329E-01, 2.0032387E-02, 3.3843258E-01, 5.3610055E-01, 4.6646527E-02, 5.2985080E-02, 8.3932020E-02, 7.0626964E-03, 2.1812995E-03, 3.4553288E-03, 3.7995873E-13, 4.6044412E-01, 5.3610055E-01, 3.4553288E-03, 3.7651210E-01, 5.3610055E-01, 8.3932020E-02, 3.4553288E-03, 8.8123220E-06, 9.9999119E-01, 4.5803840E-01, 5.4196160E-01, 5.4610352E+01, 4.4461535E+01, 1.0125044E+02, 1.1306407E+02, 2.6581597E+00, 2.5701534E+00, 1.4298466E+00, 1.5226421E+02, 6.6054861E+01, 3.0594733E+00, 4.3268994E-01, 2.8083450E+00, 1.3833100E+00, 1.4064236E+02, 3.6278770E+02, 2.8177616E+00, 4.6848359E-01, 3.0511392E+00, 2.8977217E+00, 3.2120115E+01, 2.2980108E+01, 4.7038467E+00, 1.9734620E-02, 2.1275818E+02, 1.3431119E+02, 3.0128421E+00, 4.5282464E-01, 2.9160768E+00, 2.1678464E+00, 2.3029237E+01, 1.2576348E+03, 2.6090443E+00, 2.0388782E+01, 9.0651655E+02, 8.8358783E-01, 4.3381738E-01, 7.8153416E+00, 2.5795053E+00, 4.6470510E+01, 2.5251426E+00, 4.5491151E+01, 4.4461535E+01, 8.0098700E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00
